course_name,category,software,certificate,teacher,course_level,course_rating,hours_per_week,course_link,price
UX-дизайн в Figma. UX-аналитика проекта.,Инструменты и программы для дизайна,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Evgen Marfel,Начальный уровень,5,,https://stepik.org/course/129807?search=7139644540,1990
Курс по верстке и веб разработке сайтов с нуля! Web development,Инструменты и программы для дизайна,"Go, GitHub, HTML, CSS, Bootstrap, Sass, Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/114109?search=7139644524,2390
Adobe Premiere Pro 2023 для начинающих,Инструменты и программы для дизайна,,Сертификат Stepik,Сергей Кудряшов,Начальный уровень,5,,https://stepik.org/course/133161?search=7139644532,1700
Создание игрового оружия (АК-47) в Blender и Substance painter.,Инструменты и программы для дизайна,"Blender, Blender, Substance Painter, Blender, Blender",No,Илья Хлынин,Начальный уровень,5,4-8,https://stepik.org/course/193474?search=7139644535,5000
3Д Графика Блендер: Виллис. Blender_3D: Willys MB.,Инструменты и программы для дизайна,,No,Виталий Август,Начальный уровень,5,20 часов в неделю,https://stepik.org/course/132724?search=7139644534,200
Photoshop c нуля. Без воды,Инструменты и программы для дизайна,,Сертификат Stepik,Руслан Брантов,Начальный уровень,5,2-3 часа в неделю,https://stepik.org/course/181756?search=7139644531,375
3Д Графика Блендер. Моделирование и Анимация. Трактор лоу-поли.,Инструменты и программы для дизайна,,No,Виталий Август,Начальный уровень,5,10,https://stepik.org/course/187423?search=7139644536,200
"Вёрстка сайта с нуля • JSX, SCSS, JS, Vite, Minista, БЭМ",Инструменты и программы для дизайна,,Сертификат Stepik,Александр Ламков,Средний уровень,5,10 часов в неделю в течение 1 — 1.5 месяца,https://stepik.org/course/228315?search=7139644521,1999
Продвинутый SQL,Основы программирования и разработки ПО,SQL,Сертификат Stepik,Shultais Education,Средний уровень,4.8,4,https://stepik.org/course/55776?search=7139661905,2920
Полный курс Python для начинающих,Основы программирования и разработки ПО,"Python, PyCharm, Jupyter Notebook, Python",Сертификат Stepik,Shultais Education,Начальный уровень,4.6,4-5,https://stepik.org/course/52054?search=7139661907,3990
"Добрый, добрый Python ООП - обучающий курс от Сергея Балакирева",Основы программирования и разработки ПО,,Сертификат Stepik,Сергей Балакирев,Средний уровень,4.9,4-5 часов в неделю,https://stepik.org/course/116336?search=7139661902,3000
Асинхронный Python,Основы программирования и разработки ПО,,Сертификат Stepik,Павел Хошев,Начальный уровень,4.8,15 минут в день,https://stepik.org/course/170777?search=7139661906,2900
Проектирование архитектуры и интеграций сервисов (с проверкой),Основы программирования и разработки ПО,,Сертификат Stepik,No instructor found,Начальный уровень,5,5 часов в неделю,https://stepik.org/course/176504?search=7139661912,25000
Многопроцессорный Python,Основы программирования и разработки ПО,"Python, Python",Сертификат Stepik,Павел Хошев,Начальный уровень,4.9,15 минут в день,https://stepik.org/course/190099?search=7139661909,1900
Многопроцессность в Python. Multiprocessing,Основы программирования и разработки ПО,,Сертификат Stepik,Александр Шибаев,Средний уровень,4.8,,https://stepik.org/course/188951?search=7139661914,2490
SQL с нуля до PRO,Основы программирования и разработки ПО,SQL,Сертификат Stepik,Shultais Education,Начальный уровень,4.9,4,https://stepik.org/course/61247?search=7139661904,5390
"""Поколение Python"": ООП",Основы программирования и разработки ПО,"Python, Python",Сертификат Stepik,"Тимур 🐍 Гуев, Артур Харисов, Валерий Светкин, Поколение Python",Средний уровень,4.9,10 часов в неделю,https://stepik.org/course/98974?search=7139661897,5400
Асинхронность в Python. Asyncio,Основы программирования и разработки ПО,,Сертификат Stepik,Александр Шибаев,Средний уровень,5,,https://stepik.org/course/189436?search=7139661898,2690
PRO Go. Алгоритмы и структуры данных,Основы программирования и разработки ПО,,No,"Иосиф Дзеранов, Копченин Михаил",Средний уровень,5,4-5 часов в неделю,https://stepik.org/course/201825?search=7139661910,899250
Основы SQL,Основы программирования и разработки ПО,SQL,Сертификат Stepik,Shultais Education,Начальный уровень,5,4,https://stepik.org/course/51562?search=7139661901,3960
Проектирование архитектуры и интеграций сервисов (полный тариф),Основы программирования и разработки ПО,"HTML, SQL",Сертификат Stepik,Глеб Учитель,Начальный уровень,4.8,5 часов в неделю,https://stepik.org/course/170591?search=7139661916,44000
"""Поколение Python"": курс для начинающих",Основы программирования и разработки ПО,,Сертификат Stepik,Тимур 🐍 Гуев,Начальный уровень,5,,https://stepik.org/course/58852?search=7139661900,0
Jetpack Compose полный курс,Основы программирования и разработки ПО,,No,Андрей Сумин,Средний уровень,5,4 - 8 часов в неделю,https://stepik.org/course/125685?search=7139661911,3967
Самый полный курс по JavaScript для начинающих программистов,Основы программирования и разработки ПО,"JavaScript, JavaScript",Сертификат Stepik,IT Guru,Начальный уровень,4.8,,https://stepik.org/course/134850?search=7139661915,1999
Объектно-ориентированное программирование на Java,Основы программирования и разработки ПО,,Сертификат Stepik,Оксана Еськова,Начальный уровень,5,,https://stepik.org/course/133183?search=7139661908,1870
PRO Go. Базовый курс по структурам данных,Основы программирования и разработки ПО,,Сертификат Stepik,"Копченин Михаил, Иосиф Дзеранов",Средний уровень,5,3-6 часов в неделю,https://stepik.org/course/187922?search=7139661913,599250
Python Advanced: от ООП до многопроцессности,Основы программирования и разработки ПО,,No,"Сергей Балакирев, Александр Шибаев",Средний уровень,,,https://stepik.org/course/232642?search=7139661903,6890
"""Поколение Python"": алгоритмы и структуры данных для начинающих",Основы программирования и разработки ПО,"Python, Python",Сертификат Stepik,Тимур 🐍 Гуев,Начальный уровень,5,10 часов в неделю,https://stepik.org/course/100575?search=7139661899,5400
Тестирование ПО с Нуля до Специалиста,Тестирование ПО,"Git, GitHub, SQL, Postman, Jira, Agile",Сертификат Stepik,"Алекс Смит, Алекс Смит (Тест)",Начальный уровень,5,от 5-7 часов в неделю,https://stepik.org/course/116411?search=7139688086,263920
Тестирование на стероидах / QA с Нуля до Инженера,Тестирование ПО,,Сертификат Stepik,Александр Six-Skills,Начальный уровень,5,от 5 часов в неделю,https://stepik.org/course/223924?search=7139688085,2990
Багаж тестировщика: тестирование требований и макетов,Тестирование ПО,,Сертификат Stepik,"Елена Поплоухина, Анна Фалилеева",Средний уровень,5,,https://stepik.org/course/186381?search=7139688089,4900
"Тестирование ПО: Автотесты для API с Java, REST Assured и TestNG",Тестирование ПО,"Java, Java, TestNG, Postman",Сертификат Stepik,Константин Барзаковский,Начальный уровень,4.8,4 часа в неделю,https://stepik.org/course/116286?search=7139688090,1890
Junior QA / Инженер по тестированию ПО,Тестирование ПО,,Сертификат Stepik,Татьяна Овчинникова,Начальный уровень,4.9,не менее 1 часа в день,https://stepik.org/course/115268?search=7139688095,2900
Автоматизация тестирования c Java и TestNG,Тестирование ПО,TestNG,Сертификат Stepik,Константин Барзаковский,Начальный уровень,4.9,2 часа в неделю,https://stepik.org/course/120178?search=7139688099,1890
Автоматизация тестирования UI с Python и Playwright. Расширенный,Тестирование ПО,"Python, PyCharm, Git, GitHub, CSS, Python",Сертификат Stepik,Никита Филонов,Начальный уровень,5,11-13 часов в неделю,https://stepik.org/course/215388?search=7139688092,5980
Автоматизация тестирования с Playwright на Java. Базовый,Тестирование ПО,"Spring, GitHub, Cucumber",Сертификат Stepik,No instructor found,Средний уровень,5,3 - 4 часа в неделю.,https://stepik.org/course/230896?search=7139688088,2000
"IT-профориентация ""Нужно ли тебе в тестирование?""",Тестирование ПО,,No,Mentorpiece Education,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/207126?search=7139688087,1900
WEB Парсинг на Python,Тестирование ПО,"HTML, Excel, Selenium",Сертификат Stepik,Павел Хошев,Средний уровень,4.9,15 минут в день,https://stepik.org/course/104774?search=7139688082,3900
Тренажёр по API «Битва покемонов» с лекциями и поддержкой,Тестирование ПО,Postman,Сертификат Stepik,Герман Дольников,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/187627?search=7139688084,16900
Тестирование ПО:Автоматизация и Программирование.Python.Selenium,Тестирование ПО,"Python, PyCharm, Git, GitHub, Python, Selenium",Сертификат Stepik,Алекс Смит,Начальный уровень,5,от 5 часов в неделю,https://stepik.org/course/120491?search=7139688094,263920
"Специализация ""Автоматизатор тестирования на Robot Framework""",Тестирование ПО,,No,Никита Кулаченков,Начальный уровень,,,https://stepik.org/course/202017?search=7139688096,2990
Тестирование REST API в Postman - легкий старт в автоматизацию,Тестирование ПО,"JavaScript, JavaScript, Postman",Сертификат Stepik,Давид Согоян,Начальный уровень,5,8 часов в неделю,https://stepik.org/course/131052?search=7139688083,890
Автоматизация веб-тестирования с Robot Framework,Тестирование ПО,,Сертификат Stepik,Никита Кулаченков,Начальный уровень,5,,https://stepik.org/course/200353?search=7139688097,1799
Автоматизация тестирования API с Python. Расширенный,Тестирование ПО,,Сертификат Stepik,Никита Филонов,Начальный уровень,5,11-13 часов в неделю,https://stepik.org/course/233196?search=7139688093,6980
Автоматизация тестирования UI с Python и Playwright. Базовый,Тестирование ПО,"Python, PyCharm, Git, GitHub, CSS, Python",Сертификат Stepik,Никита Филонов,Начальный уровень,5,11-13 часов в неделю,https://stepik.org/course/234842?search=7139688091,2990
Веб-тестирование для абсолютных новичков,Тестирование ПО,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Никита Кулаченков,Начальный уровень,,,https://stepik.org/course/230710?search=7139688101,4490
"""Паттерны веб-автоматизации на Python"" от Алексея Коледачкина",Тестирование ПО,,Сертификат Stepik,Алексей Коледачкин,Продвинутый уровень,5,3,https://stepik.org/course/209459?search=7139688100,9900
Нагрузочное тестирование на стероидах | Jmeter full pack,Тестирование ПО,,Сертификат Stepik,Александр Six-Skills,Начальный уровень,5,от 5 часов в неделю,https://stepik.org/course/229070?search=7139688098,1990
Основы Agile,Менеджмент в ИТ,Agile,Сертификат Stepik,"Agile Uni, Aleksandr Filippov",Начальный уровень,5,,https://stepik.org/course/183476?search=7139703497,1690
Продукт/стартап. От идеи к реализации. 1 модуль.,Менеджмент в ИТ,,Сертификат Stepik,Дмитрий Ватютов,,,30 минут в день,https://stepik.org/course/51470?search=7139703502,999
Введение в операционный менеджмент: управление IT/производством,Менеджмент в ИТ,,Сертификат Stepik,Евгений Веселов,Средний уровень,,4-5 часов в неделю,https://stepik.org/course/216584?search=7139703514,190
Практика проектного управления в ИТ-компании,Менеджмент в ИТ,,No,"Компания ОТР 2000, Евгения Миронова, Сергей Лазутов",,4.7,,https://stepik.org/course/50656?search=7139703509,0
Storypoints: Оценка объема работ и ключевые практики,Менеджмент в ИТ,,Сертификат Stepik,Александра Зебелева,Средний уровень,5,,https://stepik.org/course/223271?search=7139703496,2000
Бесплатный курс «Директор по продукту (СРО)» школы ProductStar,Менеджмент в ИТ,,No,Онлайн-школа ProductStar,Средний уровень,4.8,7 часов в неделю,https://stepik.org/course/176106?search=7139703508,0
Разработка документа Границы проекта,Менеджмент в ИТ,,No,Анна Гасраталиева,,4.8,,https://stepik.org/course/54892?search=7139703505,0
IT Sensible Симулятор по работе с процессами,Менеджмент в ИТ,,No,Александра Зебелева,Средний уровень,,,https://stepik.org/course/96126?search=7139703503,5000
Agile: создание вашей Agile-команды,Менеджмент в ИТ,Agile,Сертификат Stepik,"Agile Uni, Aleksandr Filippov",Начальный уровень,,,https://stepik.org/course/212056?search=7139703501,1690
Jira Service Management: служба поддержки пользователей,Менеджмент в ИТ,Jira,Сертификат Stepik,Артем Глотов,,4.8,3 часа,https://stepik.org/course/56089?search=7139703507,0
"Демо-курс «Профессия Middle&Senior Product Manager», ProductStar",Менеджмент в ИТ,,No,"Онлайн-школа ProductStar, Michael Karpov",Средний уровень,4.6,5 часов в неделю,https://stepik.org/course/176638?search=7139703512,0
Project management - полный курс для подготовки к экзамену PMBoK,Менеджмент в ИТ,,Сертификат Stepik,Евгений Веселов,Средний уровень,4.6,4-5 часов в неделю,https://stepik.org/course/175442?search=7139703499,545
Современный Agile для Разработчиков [и Менеджеров],Менеджмент в ИТ,Agile,Сертификат Stepik,Дмитрий Мозулёв,Начальный уровень,5,,https://stepik.org/course/203018?search=7139703495,4590
Моделирование бизнес-процессов,Менеджмент в ИТ,,Сертификат Stepik,Анастасия Костина,Начальный уровень,,,https://stepik.org/course/174347?search=7139703504,1990
Бесплатный курс «Hardskills для продакта» школы ProductStar,Менеджмент в ИТ,,No,"Онлайн-школа ProductStar, Michael Karpov",Начальный уровень,4.6,7 часов в неделю,https://stepik.org/course/173476?search=7139703510,0
Демоверсия курса «Профессия: Product Manager» школы ProductStar,Менеджмент в ИТ,,No,"Онлайн-школа ProductStar, Michael Karpov",Начальный уровень,4.8,7 часов в неделю,https://stepik.org/course/118885?search=7139703511,0
Jobs To Be Done: от принципов к практике,Менеджмент в ИТ,,Сертификат Stepik,Егор Голубев,Начальный уровень,5,1-2 часа в день,https://stepik.org/course/224442?search=7139703498,1155
Менеджер IT-проекта. Знакомство с профессией.,Менеджмент в ИТ,,No,No instructor found,Начальный уровень,4.6,Займет 2 часа вашего времени,https://stepik.org/course/113896?search=7139703500,350
Базовый курс для скрам мастера,Менеджмент в ИТ,,No,"Avito, Сергей Кузин",,4.9,1 час,https://stepik.org/course/90668?search=7139703506,0
Постановка задачи на разработку ПО,Менеджмент в ИТ,,No,No instructor found,,4.6,2-4 часа в неделю,https://stepik.org/course/1128?search=7139703513,0
Русский сертификационный экзамен LPI Linux Essentials 010-160,Информационная безопасность,,Сертификат Stepik,Pragmatic Programmer,Начальный уровень,4.8,5,https://stepik.org/course/195504?search=7139712965,990
Go (Goland) + Gin = быстрый бекенд для заметок,Информационная безопасность,"Nginx, Nginx",Сертификат Stepik,"Юрий Петров, IT-компания Friflex",Начальный уровень,4.2,4-5 часов в неделю,https://stepik.org/course/199801?search=7139712972,1299
Kubernetes и Helm,Информационная безопасность,Kubernetes,Сертификат Stepik,Антон Ларичев,Начальный уровень,4.8,,https://stepik.org/course/194442?search=7139712966,3999
2 часть. Безопасность в интернете: защита компьютер-телефон-IoT,Информационная безопасность,,No,Лия Шатуш,Начальный уровень,5,,https://stepik.org/course/212046?search=7139712962,2990
Квантовые вычисления и квантовая криптография,Информационная безопасность,,Сертификат Stepik,No instructor found,Начальный уровень,5,,https://stepik.org/course/187647?search=7139712973,690
PowerShell для начинающих: Основы для IT-специалистов,Информационная безопасность,,Сертификат Stepik,Павел Москвин,Начальный уровень,5,3,https://stepik.org/course/210306?search=7139712963,2000
Основы этичного хакинга,Информационная безопасность,SQL,Сертификат Stepik,Александр Чумилин,Начальный уровень,4.5,12 часов,https://stepik.org/course/194556?search=7139712970,560
Пентест инфраструктуры для начинающих,Информационная безопасность,,Сертификат Stepik,"Сергей Носков, Никита Рудницкий, Максим Шерягин, Владимир Феоктистов, Павел Сулимов",Начальный уровень,4.7,4,https://stepik.org/course/200203?search=7139712968,5000
Информационная безопасность и защита информации,Информационная безопасность,,Сертификат Stepik,Александр Бойцов,,5,64 часа,https://stepik.org/course/103110?search=7139712960,2890
Программа. Linux: с нуля до сертификата,Информационная безопасность,"Nginx, Nginx",Сертификат Stepik,Pragmatic Programmer,Начальный уровень,5,суммарная нагрузка ~12 часов,https://stepik.org/course/198983?search=7139712957,1890
Работа с SSH клиентом PuTTY,Информационная безопасность,,No,Николай Юрьевич Мищенков,Начальный уровень,5,1,https://stepik.org/course/210273?search=7139712959,500
Linux pack: from zero to certificate,Информационная безопасность,,No,Pragmatic Programmer,Начальный уровень,,4-5 часов в неделю,https://stepik.org/course/231081?search=7139712964,1500
"Python. Часть 4 (Функции, замыкание и декораторы)",Информационная безопасность,,Сертификат Stepik,Hayk Inants,Начальный уровень,5,4,https://stepik.org/course/213611?search=7139712958,1450
Тестирование на проникновение с Metasploit framework,Информационная безопасность,"Metasploit, Kali Linux",No,Степан Мурзинцев,,,5-7 часа в неделю,https://stepik.org/course/72272?search=7139712974,4500
Терминал Linux. Основы работы в командной строке.,Информационная безопасность,"Nginx, Nginx",Сертификат Stepik,Pragmatic Programmer,Начальный уровень,4.9,10 часов,https://stepik.org/course/185283?search=7139712956,101150
Мониторинг событий информационной безопасности,Информационная безопасность,,Сертификат Stepik,Александр Чумилин,Средний уровень,4.3,Расчетное время прохождения курса - 14 часов.,https://stepik.org/course/188611?search=7139712971,1260
Курс по противодействию социальной инженерии и мошенничеству,Информационная безопасность,,Сертификат Stepik,Data Secure,Начальный уровень,4.7,,https://stepik.org/course/196361?search=7139712967,499
Жить в цифровую эпоху,Информационная безопасность,,Сертификат Stepik,Svetlana Brizhak,,5,,https://stepik.org/course/105238?search=7139712961,990
Введение в информационную безопасность аппаратных решений,Информационная безопасность,,Сертификат Stepik,Андрей Мякишев,Начальный уровень,4.3,2-3 часа в неделю,https://stepik.org/course/209674?search=7139712969,100
Reverse engineering BEGINNERS,Информационная безопасность,,No,Артур Пакулов,Начальный уровень,,,https://stepik.org/course/172088?search=7139712975,500
Установка Ubuntu в ВМ VirtualBox на Windows,Category 357,,No,Николай Юрьевич Мищенков,Начальный уровень,5,1,https://stepik.org/course/210270?search=7139727463,500
Продвинутый Django 5 для продолжающих,Category 357,"Django, Git, Bootstrap, Nginx, Nginx",Сертификат Stepik,Илья Перминов,Средний уровень,4.9,5-6 часов в неделю,https://stepik.org/course/177355?search=7139727454,1999
Zabbix 6. Мониторинг IT инфраструктуры предприятия,Category 357,Zabbix,Сертификат Stepik,Павел Лунин,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/218689?search=7139727466,28900
Moodle для всех: простое администрирование,Category 357,SQL,No,Дмитрий Харчук,Начальный уровень,5,2-3 часа в неделю,https://stepik.org/course/211707?search=7139727469,0
Планирование и установка Exchange Server 2016,Category 357,,Сертификат Stepik,Павел Лунин,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/219492?search=7139727467,5800
Программа. Linux: с нуля до сертификата,Category 357,"Nginx, Nginx",Сертификат Stepik,Pragmatic Programmer,Начальный уровень,5,суммарная нагрузка ~12 часов,https://stepik.org/course/198983?search=7139727457,1890
Docker простым языком,Category 357,Ansible,Сертификат Stepik,"Матвей Чудневцев, Михаил Новичихин",Начальный уровень,5,,https://stepik.org/course/230224?search=7139727458,2900
"Техподдержка - Профессия ""Специалист технической поддержки""",Category 357,,Сертификат Stepik,Максим Ментор,Начальный уровень,5,4-5 часов,https://stepik.org/course/239231?search=7139727470,2900
Certified Kubernetes Administrator (CKA) + практический опыт,Category 357,,No,Rotoro cloud,Средний уровень,5,,https://stepik.org/course/184745?search=7139727459,7990
"Hello, DevOps!",Category 357,,Сертификат Stepik,Rotoro cloud,Начальный уровень,4.9,,https://stepik.org/course/179051?search=7139727460,4990
Gitlab в работе,Category 357,"Python, Java, Git, GitLab, Java, Python",Сертификат Stepik,Evgeniy Lestopadov,Начальный уровень,4.9,4-6 часов в неделю,https://stepik.org/course/118206?search=7139727456,2000
Certified Kubernetes Application Developer + практический опыт,Category 357,"WordPress, WordPress",No,Rotoro cloud,Средний уровень,,,https://stepik.org/course/189333?search=7139727462,6990
Проектирование архитектуры и интеграций сервисов (полный тариф),Category 357,"HTML, SQL",Сертификат Stepik,Глеб Учитель,Начальный уровень,4.8,5 часов в неделю,https://stepik.org/course/170591?search=7139727451,44000
Jenkins в работе,Category 357,"Git, JUnit, Jenkins, Jenkins",Сертификат Stepik,Evgeniy Lestopadov,Начальный уровень,4.9,до 20 часов,https://stepik.org/course/113793?search=7139727455,1800
Курс Деплой с Нуля: Python+FastAPI+VPS+ДОМЕН+Nginx+Telegram БОТ,Category 357,,Сертификат Stepik,Ruslan Senatorov,Средний уровень,4.5,1,https://stepik.org/course/237390?search=7139727468,490
Командная строка Linux,Category 357,,Сертификат Stepik,"Fedor Ivanov, Artem Starikov",Начальный уровень,5,4 часа в неделю,https://stepik.org/course/171984?search=7139727453,3900
"Основы работы в консоли Linux, настройка сетевых служб (кластер)",Category 357,"Nginx, Apache, Nginx, Apache",Сертификат Stepik,Ринат Минязев,Начальный уровень,4.8,4-5 часов в неделю,https://stepik.org/course/74070?search=7139727461,6700
Dart+Flutter - быстрый gRPC бек и клиент для чата на Protobuf,Category 357,Flutter,Сертификат Stepik,Юрий Петров,Средний уровень,5,8 часов,https://stepik.org/course/172405?search=7139727465,1299
Проектирование архитектуры и интеграций (API / брокеры) сервисов,Category 357,"HTML, SQL",Сертификат Stepik,Глеб Учитель,Начальный уровень,4.6,5 часов в неделю,https://stepik.org/course/175243?search=7139727452,13990
Работа с SSH клиентом PuTTY,Category 357,,No,Николай Юрьевич Мищенков,Начальный уровень,5,1,https://stepik.org/course/210273?search=7139727464,500
Инструменты дизайнера Photoshop и Illustrator. Пакет 2-х курсов!,Adobe Illustrator,,No,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/126396?search=7139736638,3690
Курс по Adobe Illustrator - с нуля до результата,Adobe Illustrator,"Adobe Illustrator, Adobe Illustrator",Сертификат Stepik,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/106825?search=7139736637,1890
Милаши и милашки: курс по рисованию персонажей,Adobe Illustrator,,No,"Александра Сабельская, Ксения Савва",Начальный уровень,,,https://stepik.org/course/179353?search=7139736641,14900
Adobe Illustrator: основы векторной графики,Adobe Illustrator,,No,"Ксот (Константин), Ксенолотлоаксель",Начальный уровень,4.8,,https://stepik.org/course/101857?search=7139736643,0
Adobe Illustrator: практика и портфолио,Adobe Illustrator,"Adobe Illustrator, Adobe Illustrator",Сертификат Stepik,Анастасия Пшиченко,Начальный уровень,4.2,,https://stepik.org/course/121981?search=7139736639,400
Adobe illustrator с нуля до уверенного пользователя,Adobe Illustrator,,Сертификат Stepik,Marina Popova,Начальный уровень,,4-5 часов в неделю,https://stepik.org/course/175707?search=7139736640,1999
Adobe Illustrator: первые шаги,Adobe Illustrator,"Adobe Illustrator, Adobe Illustrator",No,Алексей Кирьянов,,4.6,Не более 4 дн. при нагрузке максимум 2ч. Реально пройти за вечер,https://stepik.org/course/72499?search=7139736642,0
Мини-курс по Adobe Illustrator,Adobe Illustrator,"Adobe Illustrator, Adobe Illustrator",No,Творческая лаборатория «ЗДЕСЬ»,Начальный уровень,4.7,5 часов в неделю,https://stepik.org/course/179374?search=7139736644,0
"Вёрстка сайта с нуля • JSX, SCSS, JS, Vite, Minista, БЭМ",Figma,,Сертификат Stepik,Александр Ламков,Средний уровень,5,10 часов в неделю в течение 1 — 1.5 месяца,https://stepik.org/course/228315?search=7139745021,1999
UX-дизайн в Figma. UX-аналитика проекта.,Figma,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Evgen Marfel,Начальный уровень,5,,https://stepik.org/course/129807?search=7139745030,1990
"Веб-дизайнер 2024: с нуля до PRO (UI/UX, Figma, приложения)",Figma,"Figma, Figma, Figma, Figma, Figma",No,Evgen Marfel,Начальный уровень,,,https://stepik.org/course/140100?search=7139745038,2900
Полный курс по UI/UX дизайну мобильных приложений в Figma (2025),Figma,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Алексей Поляков,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/232766?search=7139745022,2690
Веб дизайн в Figma Продвинутый уровень | Создание UI KIT в FIGMA,Figma,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Evgen Marfel,Начальный уровень,5,5-6,https://stepik.org/course/128009?search=7139745029,1990
Онлайн-курс «Фигма для редакторов»,Figma,,Сертификат Stepik,Илья Поликарпов,Начальный уровень,5,8—10 часов в неделю,https://stepik.org/course/212750?search=7139745032,5500
Веб-дизайн в Figma: ключ к успеху,Figma,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,"Арсений Смирнов, Школа дизайна Skilltor",Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/133501?search=7139745031,1490
Профессия веб верстальщик. Пакет из 2-х курсов-веб разработке,Figma,"Go, GitHub, HTML, CSS, Bootstrap, Sass, Figma, Figma, Figma, Figma, Figma",No,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/121498?search=7139745025,4190
Профессия веб-дизайнер. Figma и Tilda с нуля до первого заказа!,Figma,"Figma, Figma, Figma, Figma, Figma",No,"Школа дизайна Skilltor, Арсений Смирнов",Начальный уровень,,4-5 часов в неделю,https://stepik.org/course/212396?search=7139745035,2240
Создание сайтов и заработок на WordPress без знания кода,Figma,"PHP, WordPress, Figma, Figma, Figma, Figma, Figma, WordPress, Elementor",No,Nikita Iudin,Начальный уровень,5,5 часов в неделю,https://stepik.org/course/179239?search=7139745028,4990
Веб дизайн в Figma с нуля до результата! Основы UX/UI Web Design,Figma,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/102520?search=7139745023,2390
Курс по верстке и веб разработке сайтов с нуля! Web development,Figma,"Go, GitHub, HTML, CSS, Bootstrap, Sass, Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/114109?search=7139745024,2390
Профессия UX/UI дизайнер.Пакет из 2-х курсов-веб дизайн в Figma,Figma,"Figma, Figma, Figma, Figma, Figma",No,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/119402?search=7139745027,3890
Создание презентаций,Figma,"Figma, Figma, Figma, Figma, Figma",No,NEКУРСЫ Организованное самообучение,Начальный уровень,4.8,,https://stepik.org/course/193507?search=7139745034,1592
Верстаем 10 сайтов по макету из Figma в портфолио,Figma,"Git, GitHub, HTML, CSS, Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Исмаил Усеинов,Начальный уровень,5,1 час в день или больше,https://stepik.org/course/123120?search=7139745033,1400
Нейро-дизайнер интерфейсов в Figma. Основы UI/UX дизайна,Figma,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,"Арсений Смирнов, Школа дизайна Skilltor",Начальный уровень,4.7,3-4 часа в неделю,https://stepik.org/course/193477?search=7139745037,1490
Полный курс по UI/UX и веб-дизайну в Figma Полякова Алексея,Figma,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Алексей Поляков,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/212348?search=7139745026,2690
Фигма на фрилансе - Figma для новичков,Figma,"Figma, Figma, Figma, Figma, Figma",No,Nikita Iudin,,4.6,,https://stepik.org/course/192223?search=7139745039,300
Дизайнер сайтов на Tilda. С нуля до PRO,Figma,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,"Школа дизайна Skilltor, Арсений Смирнов",Начальный уровень,4.7,3-4 часа в неделю,https://stepik.org/course/123461?search=7139745036,1490
Инфографика для маркетплейсов с нуля,Figma,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Виктория Каретникова,Начальный уровень,4.3,4,https://stepik.org/course/176574?search=7139745040,998
3D-Skills: компьютерное моделирование и конструирование,Blender,"Blender, Blender, Blender, Blender, SketchUp",No,"Надежда Шкоденко, Елена Зотова, Светлана Краснощекова, Екатерина Долбня",,4.6,Время на прохождение курса: 3-4 недели.,https://stepik.org/course/86655?search=7139766361,0
3D-моделирование в Blender и 3D-печать: введение,Blender,"Blender, Blender, Blender, Blender",Сертификат Stepik,Артём Соболев,,4.4,2-5 часов в неделю,https://stepik.org/course/52711?search=7139766364,0
Основы 3D-моделирования,Blender,"Blender, Blender, Blender, Blender",No,"Упаев Магомед, Аминат Ахмедовна Албакова, Диана Дэгиевна Маигова",Начальный уровень,4.5,4-5 часов в неделю,https://stepik.org/course/176966?search=7139766357,0
3D моделирование в Blender. Основы работы для GameDev,Blender,"Blender, Blender, Blender, Blender",No,Андрей Молчанов,Начальный уровень,4.8,1 час в день,https://stepik.org/course/142413?search=7139766358,0
